workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,age_group,class
Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,5.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50.0,Mexico,Adult,0
Self-emp-not-inc,13.0,Divorced,Craft-repair,Not-in-family,White,Male,27828.0,0.0,16.0,United-States,Middle-Aged,1
Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
State-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386.0,0.0,40.0,United-States,Adult,1
Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,40.0,United-States,Adult,1
Private,12.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,Adult,1
Self-emp-not-inc,11.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,46.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Craft-repair,Not-in-family,Black,Female,0.0,0.0,45.0,United-States,Adult,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,10.0,Never-married,Tech-support,Own-child,Black,Female,0.0,0.0,4.0,United-States,Young,0
Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,14.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,Adult,1
State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,36.0,United-States,Adult,1
Private,6.0,Widowed,Transport-moving,Unmarried,Black,Male,114.0,0.0,40.0,United-States,Adult,0
State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,37.0,United-States,Young,0
Self-emp-inc,10.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,42.0,United-States,Adult,0
State-gov,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,8.0,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,6.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,34.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Local-gov,13.0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,Adult,1
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,Young,0
State-gov,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,Young,0
Private,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,54.0,United-States,Middle-Aged,0
Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,Middle-Aged,1
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,45.0,United-States,Adult,1
Private,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,64.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,Middle-Aged,1
State-gov,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,35.0,United-States,Adult,0
Private,4.0,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,45.0,Laos,Middle-Aged,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,Other,Male,0.0,0.0,45.0,United-States,Adult,0
Self-emp-inc,8.0,Widowed,Sales,Not-in-family,White,Male,18481.0,0.0,45.0,United-States,Senior,1
Private,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,40.0,United-States,Adult,1
Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,30.0,United-States,Adult,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,1977.0,60.0,United-States,Adult,1
Private,10.0,Never-married,Sales,Own-child,White,Female,2176.0,0.0,35.0,United-States,Young,0
Private,7.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,14.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,16.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Transport-moving,Own-child,White,Male,2907.0,0.0,30.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Young,0
Self-emp-inc,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Local-gov,10.0,Never-married,Protective-serv,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,Middle-Aged,1
State-gov,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,Young,0
Private,10.0,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,36.0,United-States,Adult,0
Private,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103.0,0.0,40.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,2829.0,0.0,24.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,Middle-Aged,1
Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0.0,1870.0,35.0,United-States,Senior,0
Private,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,0
Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,65.0,United-States,Middle-Aged,0
Private,5.0,Never-married,Priv-house-serv,Not-in-family,Black,Female,1055.0,0.0,22.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,Adult,0
State-gov,16.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,36.0,Jamaica,Adult,0
Private,14.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,Senior,0
Private,9.0,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,48.0,United-States,Adult,0
Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,28.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,United-States,Adult,0
Self-emp-inc,12.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,7.0,Never-married,Priv-house-serv,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Self-emp-inc,15.0,Divorced,Prof-specialty,Unmarried,White,Male,25236.0,0.0,36.0,United-States,Middle-Aged,1
Self-emp-not-inc,9.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,43.0,United-States,Middle-Aged,0
Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Self-emp-not-inc,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,Adult,0
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,11.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,Adult,0
Local-gov,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Adult,0
Federal-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,0
Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1648.0,35.0,United-States,Senior,0
Local-gov,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,Adult,0
Private,2.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,Mexico,Adult,0
Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Dominican-Republic,Middle-Aged,0
Private,10.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,7.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,30.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,25.0,United-States,Adult,1
Local-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-inc,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,84.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,43.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,4.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,3.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Adult,1
Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,Young,1
Private,14.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,38.0,United-States,Middle-Aged,1
Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,55.0,Germany,Adult,1
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,52.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,70.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Handlers-cleaners,Other-relative,Black,Female,0.0,0.0,35.0,United-States,Adult,0
Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Senior,1
Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Federal-gov,5.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999.0,0.0,50.0,Philippines,Middle-Aged,1
Private,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,1
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,42.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Local-gov,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,11.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,43.0,United-States,Adult,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,7.0,Never-married,Protective-serv,Not-in-family,Black,Male,13550.0,0.0,40.0,United-States,Adult,1
Private,2.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Mexico,Adult,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,594.0,0.0,20.0,United-States,Young,0
Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,Adult,0
Self-emp-not-inc,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Federal-gov,10.0,Never-married,Tech-support,Own-child,Black,Male,0.0,0.0,20.0,United-States,Young,0
Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,60.0,United-States,Adult,1
Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,Middle-Aged,1
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,Adult,1
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,25.0,United-States,Middle-Aged,0
Private,10.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,52.0,United-States,Adult,0
Local-gov,9.0,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,10.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,United-States,Adult,1
Self-emp-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,4.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,Young,0
Private,10.0,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,30.0,United-States,Young,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,Middle-Aged,0
Private,6.0,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,Middle-Aged,1
State-gov,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,38.0,United-States,Young,0
Private,4.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,48.0,United-States,Adult,0
Private,9.0,Widowed,Craft-repair,Unmarried,White,Female,0.0,0.0,37.0,United-States,Middle-Aged,0
Private,8.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,3.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,48.0,United-States,Middle-Aged,0
Self-emp-not-inc,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,Adult,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2174.0,50.0,United-States,Senior,1
